
0.179,0.305,0.885
0.188,0.305,0.887
0.193,0.304,0.890
0.189,0.304,0.889
0.193,0.304,0.885
0.198,0.308,0.887
0.197,0.315,0.887
0.199,0.315,0.892
0.193,0.315,0.890
0.188,0.316,0.887
0.195,0.319,0.890
0.200,0.319,0.894
0.196,0.319,0.884
0.197,0.319,0.889
0.200,0.322,0.887
0.204,0.321,0.884
0.204,0.321,0.887
0.203,0.321,0.881
0.204,0.323,0.885
0.210,0.326,0.882
0.213,0.327,0.887
0.215,0.327,0.885
0.219,0.326,0.885
0.224,0.327,0.885
0.228,0.329,0.887
0.229,0.333,0.884
0.229,0.335,0.887
0.229,0.337,0.887
0.232,0.336,0.885
0.238,0.338,0.885
0.240,0.337,0.890
0.248,0.338,0.884
0.257,0.339,0.885
0.265,0.340,0.885
0.271,0.342,0.887
0.274,0.343,0.887
0.273,0.345,0.887
0.271,0.346,0.881
0.271,0.348,0.887
0.274,0.350,0.887
0.275,0.353,0.884
0.277,0.355,0.885
0.280,0.358,0.889
0.278,0.358,0.887
0.279,0.358,0.890
0.285,0.359,0.890
0.292,0.360,0.885
0.294,0.358,0.884
0.305,0.361,0.884
0.305,0.364,0.884
0.305,0.364,0.885
0.306,0.365,0.884
0.316,0.362,0.885
0.323,0.364,0.881
0.323,0.368,0.884
0.325,0.369,0.881
0.329,0.370,0.881
0.331,0.368,0.881
0.335,0.366,0.879
0.339,0.366,0.884
0.340,0.368,0.881
0.338,0.369,0.879
0.339,0.371,0.884
0.338,0.374,0.879
0.344,0.376,0.881
0.350,0.379,0.884
0.358,0.382,0.887
0.366,0.383,0.884
0.371,0.384,0.885
0.374,0.384,0.885
0.378,0.397,0.885
0.382,0.397,0.881
0.387,0.397,0.884
0.387,0.399,0.882
0.391,0.402,0.885
0.395,0.401,0.881
0.399,0.401,0.884
0.401,0.405,0.887
0.399,0.406,0.884
0.402,0.410,0.887
0.402,0.411,0.885
0.402,0.411,0.884
0.403,0.412,0.879
0.408,0.411,0.884
0.410,0.413,0.884
0.414,0.415,0.881
0.420,0.420,0.887
0.420,0.423,0.885
0.420,0.422,0.885
0.424,0.428,0.881
0.426,0.429,0.884
0.428,0.430,0.884
0.431,0.431,0.885
0.436,0.430,0.884
0.436,0.456,0.881
0.455,0.425,0.922
0.599,0.449,1.110
0.516,0.408,1.010
0.524,0.398,1.010
0.535,0.402,1.010
0.522,0.400,0.989
0.509,0.406,0.976
0.511,0.411,0.963
0.496,0.405,0.953
0.496,0.398,0.950
0.494,0.397,0.948
0.496,0.397,0.946
0.493,0.397,0.941
0.496,0.398,0.944
0.511,0.409,0.952
0.513,0.411,0.952
0.513,0.411,0.950
0.513,0.409,0.948
0.515,0.411,0.950
0.513,0.412,0.948
0.516,0.413,0.948
0.518,0.414,0.948
0.522,0.413,0.950
0.522,0.414,0.946
0.516,0.413,0.941
0.513,0.412,0.937
0.513,0.411,0.937
0.509,0.411,0.924
0.509,0.411,0.925
0.509,0.414,0.922
0.504,0.413,0.918
0.509,0.416,0.920
0.509,0.418,0.922
0.511,0.417,0.922
0.513,0.421,0.927
0.520,0.421,0.929
0.522,0.422,0.930
0.524,0.424,0.930
0.515,0.422,0.925
0.516,0.422,0.925
0.524,0.426,0.929
0.525,0.429,0.934
0.529,0.428,0.930
0.533,0.430,0.934
0.535,0.431,0.934
0.531,0.431,0.929
0.533,0.430,0.932
0.533,0.430,0.930
0.537,0.430,0.930
0.538,0.430,0.937
0.538,0.429,0.930
0.537,0.434,0.932
0.540,0.431,0.934
0.540,0.430,0.932
0.538,0.430,0.932
0.533,0.429,0.925
0.538,0.429,0.930
0.542,0.432,0.932
0.542,0.429,0.930
0.542,0.430,0.932
0.542,0.432,0.932
0.544,0.431,0.932
0.546,0.433,0.934
0.544,0.434,0.932
0.544,0.434,0.932
0.544,0.436,0.930
0.548,0.433,0.930
0.542,0.434,0.930
0.544,0.436,0.930
0.542,0.438,0.925
0.546,0.437,0.932
0.544,0.437,0.930
0.546,0.440,0.932
0.546,0.439,0.930
0.552,0.441,0.934
0.552,0.440,0.932
0.552,0.442,0.927
0.552,0.441,0.929
0.556,0.441,0.929
0.554,0.442,0.927
0.554,0.442,0.927
0.558,0.443,0.932
0.560,0.443,0.927
0.560,0.443,0.927
0.554,0.443,0.932
0.556,0.443,0.932
0.560,0.446,0.937
0.560,0.446,0.934
0.562,0.449,0.932
0.560,0.449,0.936
0.560,0.449,0.936
0.562,0.451,0.932
0.564,0.448,0.939
0.564,0.453,0.934
0.571,0.453,0.939
0.568,0.453,0.937
0.571,0.454,0.939
0.573,0.456,0.934
0.568,0.454,0.937
0.573,0.452,0.939
0.575,0.453,0.937
0.575,0.454,0.939
0.577,0.456,0.937
0.575,0.454,0.937
0.575,0.456,0.937
0.573,0.456,0.941
0.577,0.456,0.939
0.575,0.454,0.939
0.579,0.456,0.937
0.577,0.456,0.941
0.579,0.458,0.939
0.579,0.456,0.941
0.579,0.458,0.937
0.577,0.459,0.941
0.586,0.459,0.939
0.579,0.459,0.937
0.586,0.461,0.944
0.581,0.461,0.941
0.586,0.459,0.937
0.586,0.459,0.939
0.583,0.460,0.939
0.579,0.461,0.939
0.586,0.461,0.941
0.581,0.462,0.939
0.592,0.462,0.937
0.590,0.462,0.939
0.588,0.461,0.941
0.592,0.466,0.941
0.595,0.465,0.944
0.595,0.466,0.941
0.590,0.468,0.941
0.599,0.466,0.941
0.602,0.466,0.941
0.602,0.467,0.944
0.602,0.471,0.941
0.604,0.469,0.941
0.602,0.473,0.946
0.599,0.469,0.943
0.599,0.473,0.941
0.602,0.473,0.939
0.604,0.477,0.944
0.604,0.477,0.941
0.604,0.478,0.941
0.609,0.479,0.948
0.609,0.479,0.946
0.606,0.480,0.944
0.609,0.480,0.948
0.609,0.480,0.943
0.609,0.480,0.946
0.609,0.480,0.950
0.609,0.480,0.948
0.611,0.480,0.950
0.611,0.482,0.948
0.611,0.480,0.948
0.611,0.480,0.948
0.611,0.480,0.948
0.611,0.480,0.946
0.611,0.480,0.946
0.611,0.482,0.948
0.611,0.482,0.946
0.611,0.482,0.948
0.611,0.483,0.944
0.889,0.630,1.127
1.069,0.725,1.231
1.056,-0.006,1.219
0.980,-0.006,1.156
1.049,-0.006,1.208
1.091,-0.006,1.200
1.091,-0.006,1.198
1.076,-0.006,1.198
1.062,-0.006,1.198
1.083,-0.006,1.198
1.076,-0.006,1.198
1.076,-0.006,1.198
1.091,-0.006,1.228
1.098,-0.006,1.203
1.098,-0.006,1.211
1.113,-0.006,1.214
0.825,-0.006,1.052
0.680,-0.006,0.961
0.884,0.642,1.076
1.381,0.614,1.277
0.986,0.644,1.127
0.986,0.653,1.127
1.036,0.634,1.119
0.974,0.416,1.112
0.968,0.480,1.112
0.974,0.483,1.110
0.968,0.484,1.110
0.968,0.484,1.108
0.957,0.482,1.108
0.930,0.480,1.108
0.914,0.479,1.108
0.865,0.480,1.112
0.817,0.464,1.112
0.808,0.454,1.101
0.762,0.441,1.110
0.734,0.424,1.110
0.714,0.408,1.108
0.689,0.397,1.110
0.652,0.379,1.110
0.618,0.371,1.105
0.595,0.362,1.103
0.573,0.358,1.105
0.546,0.349,1.110
0.524,0.344,1.103
0.511,0.338,1.103
0.488,0.326,1.101
0.476,0.335,1.101
0.462,0.459,1.103
0.447,0.418,1.103
0.436,0.376,1.103
0.431,0.350,1.091
0.428,0.350,1.091
0.420,0.350,1.089
0.407,0.349,1.091
0.394,0.351,1.094
0.384,0.349,1.091
0.375,0.348,1.091
0.371,0.349,1.096
0.372,0.348,1.094
0.381,0.347,1.098
0.375,0.350,1.094
0.363,0.351,1.091
0.350,0.348,1.094
0.344,0.350,1.091
0.341,0.348,1.098
0.340,0.347,1.098
0.334,0.348,1.091
0.331,0.345,1.098
0.326,0.345,1.098
0.323,0.342,1.091
0.319,0.343,1.091
0.318,0.343,1.089
0.319,0.343,1.101
0.319,0.341,1.091
0.325,0.340,1.098
0.321,0.339,1.089
0.319,0.337,1.089
0.315,0.336,1.094
0.311,0.335,1.094
0.312,0.334,1.091
0.318,0.333,1.094
0.318,0.331,1.094
0.316,0.331,1.094
0.316,0.333,1.091
0.311,0.333,1.087
0.308,0.329,1.094
0.306,0.331,1.091
0.311,0.331,1.094
0.308,0.332,1.091
0.305,0.335,1.094
0.308,0.336,1.089
0.311,0.337,1.089
0.313,0.341,1.094
0.315,0.339,1.089
0.314,0.299,1.089
0.314,0.339,1.103
0.322,0.306,1.110
0.329,0.305,1.110
0.324,0.311,1.110
0.322,0.310,1.105
0.338,0.310,1.112
0.351,0.315,1.110
0.366,0.315,1.112
0.370,0.315,1.112
0.372,0.315,1.110
0.382,0.315,1.110
0.390,0.315,1.103
0.408,0.314,1.110
0.438,0.311,1.110
0.455,0.309,1.110
0.467,0.307,1.105
0.470,0.309,1.112
0.480,0.309,1.110
0.490,0.305,1.110
0.508,0.305,1.105
0.515,0.305,1.108
0.525,0.306,1.108
0.513,0.307,1.110
0.501,0.309,1.110
0.491,0.317,1.110
0.496,0.321,1.108
0.506,0.322,1.101
0.516,0.324,1.108
0.537,0.327,1.108
0.540,0.331,1.101
0.542,0.332,1.103
0.542,0.331,1.101
0.542,0.335,1.105
0.552,0.335,1.103
0.568,0.335,1.108
0.583,0.337,1.105
0.597,0.336,1.103
0.597,0.337,1.108
0.595,0.341,1.105
0.595,0.341,1.105
0.597,0.335,1.103
0.595,0.339,1.103
0.609,0.333,1.091
0.611,0.336,1.091
0.621,0.332,1.089
0.628,0.328,1.089
0.644,0.331,1.089
0.652,0.316,1.087
0.660,0.324,1.089
0.672,0.326,1.085
0.677,0.326,1.091
0.683,0.331,1.089
0.686,0.332,1.094
0.689,0.334,1.089
0.695,0.335,1.094
0.698,0.335,1.089
0.698,0.329,1.082
0.702,0.332,1.087
0.702,0.331,1.091
0.708,0.334,1.085
0.714,0.335,1.091
0.721,0.335,1.087
0.727,0.337,1.089
0.734,0.337,1.089
0.734,0.339,1.098
0.741,0.340,1.089
0.741,0.339,1.091
0.748,0.343,1.091
0.751,0.343,1.089
0.748,0.344,1.091
0.755,0.344,1.087
0.751,0.345,1.089
0.759,0.345,1.094
0.759,0.346,1.085
0.762,0.346,1.089
0.762,0.347,1.082
0.770,0.347,1.089
0.766,0.348,1.094
0.770,0.350,1.085
0.773,0.350,1.091
0.777,0.351,1.089
0.777,0.353,1.087
0.777,0.353,1.098
0.785,0.354,1.091
0.785,0.355,1.091
0.796,0.354,1.089
0.796,0.355,1.091
0.796,0.357,1.091
0.796,0.358,1.091
0.800,0.358,1.089
0.800,0.357,1.089
0.804,0.358,1.091
0.808,0.368,1.091
0.813,0.366,1.094
0.813,0.368,1.091
0.817,0.369,1.089
0.817,0.370,1.089
0.817,0.372,1.089
0.825,0.375,1.091
0.821,0.374,1.089
0.842,0.374,1.091
0.834,0.373,1.089
0.829,0.375,1.091
0.838,0.375,1.089
0.851,0.375,1.091
0.838,0.375,1.096
0.842,0.376,1.089
0.842,0.379,1.089
0.842,0.379,1.091
0.856,0.379,1.089
0.842,0.381,1.087
0.851,0.382,1.091
0.851,0.382,1.098
0.856,0.383,1.091
0.856,0.382,1.094
0.856,0.383,1.089
0.865,0.383,1.089
0.865,0.383,1.091
0.865,0.383,1.089
0.870,0.383,1.089
0.874,0.383,1.087
0.874,0.384,1.091
0.874,0.383,1.094
0.879,0.385,1.089
0.874,0.384,1.094
0.879,0.385,1.089
0.879,0.397,1.089
0.884,0.397,1.089
0.870,0.385,1.091
0.874,0.397,1.091
0.884,0.397,1.089
0.874,0.397,1.091
0.860,0.451,1.105
0.870,0.464,1.098
0.884,0.474,1.089
0.899,0.437,1.071
0.856,0.480,1.071
1.049,0.443,1.154
0.980,0.515,1.124
0.705,0.483,0.966
0.586,0.397,0.884
0.717,0.365,0.979
0.919,0.493,1.094
1.004,0.565,1.149
0.998,0.668,1.144
0.963,0.576,1.131
0.968,0.591,1.136
0.968,0.583,1.141
0.968,0.584,1.146
0.974,0.583,1.127
1.004,0.576,1.159
0.992,0.612,1.151
0.992,0.572,1.119
0.968,0.628,1.122
0.980,0.634,1.122
1.160,0.741,1.211
1.168,0.730,1.203
1.193,0.796,1.259
1.219,0.787,1.231
1.219,0.819,1.298
1.219,0.803,1.289
1.202,0.746,1.222
1.219,0.707,1.198
1.210,0.735,1.198
1.285,0.781,1.198
1.275,0.787,1.198
1.295,0.800,1.198
1.295,0.816,1.198
1.275,0.826,1.198
1.295,0.846,1.200
1.285,0.846,1.200
1.295,0.850,1.198
1.305,0.853,1.200
1.305,0.860,1.198
1.295,0.868,1.198
1.326,0.871,1.198
1.295,0.890,1.198
1.326,0.890,1.198
1.316,0.894,1.198
1.326,0.902,1.198
1.348,0.906,1.203
1.305,0.906,1.198
1.326,0.906,1.198
1.305,0.898,1.198
1.295,0.871,1.198
1.238,0.832,1.198
0.884,0.671,1.039
0.482,0.417,0.800
0.575,0.528,0.898
0.542,0.424,0.889
0.525,0.416,0.894
0.508,0.408,0.894
0.483,0.398,0.894
0.460,0.384,0.895
0.436,0.380,0.895
0.412,0.375,0.895
0.387,0.368,0.895
0.362,0.361,0.895
0.341,0.358,0.884
0.327,0.350,0.895
0.313,0.348,0.895
0.294,0.346,0.895
0.281,0.342,0.895
0.273,0.337,0.895
0.264,0.335,0.895
0.242,0.294,0.832
0.236,0.298,0.837
0.228,0.301,0.835
0.221,0.298,0.822
0.211,0.291,0.800
0.210,0.297,0.831
0.204,0.293,0.837
0.197,0.287,0.835
0.189,0.287,0.846
0.183,0.286,0.856
0.179,0.286,0.871
0.173,0.286,0.871
0.169,0.285,0.873
0.166,0.283,0.873
0.166,0.281,0.874
0.162,0.281,0.878
0.163,0.281,0.878
0.164,0.282,0.874
0.166,0.284,0.879
0.167,0.286,0.879
0.169,0.288,0.882
0.169,0.288,0.884
0.171,0.288,0.881
0.175,0.289,0.881
0.177,0.290,0.884
0.179,0.292,0.881
0.179,0.294,0.884
0.180,0.294,0.884
0.183,0.295,0.879
0.184,0.296,0.885
0.184,0.296,0.881
0.182,0.296,0.885
0.183,0.297,0.881
0.184,0.297,0.881
0.185,0.297,0.879
0.189,0.297,0.881
0.190,0.297,0.885
0.193,0.297,0.884
0.195,0.297,0.884
0.201,0.297,0.885
0.203,0.297,0.887
0.204,0.298,0.885
0.207,0.300,0.885
0.208,0.300,0.887
0.210,0.302,0.887
0.213,0.302,0.882
0.217,0.303,0.887
0.221,0.303,0.894
0.221,0.304,0.890
0.221,0.305,0.890
0.220,0.305,0.890
0.220,0.306,0.894
0.219,0.306,0.892
0.220,0.308,0.887
0.208,0.266,0.811
0.213,0.295,0.809
0.228,0.308,0.874
0.241,0.329,0.878
0.244,0.328,0.873
0.242,0.326,0.861
0.241,0.325,0.861
0.240,0.322,0.852
0.240,0.321,0.855
0.237,0.321,0.853
0.235,0.319,0.853
0.233,0.317,0.852
0.228,0.317,0.847
0.225,0.315,0.844
0.223,0.315,0.844
0.222,0.315,0.838
0.224,0.315,0.841
0.225,0.316,0.841
0.226,0.316,0.846
0.225,0.316,0.846
0.223,0.319,0.846
0.224,0.318,0.846
0.223,0.321,0.846
0.222,0.319,0.846
0.222,0.321,0.844
0.224,0.321,0.843
0.223,0.322,0.844
0.226,0.323,0.843
0.226,0.323,0.844
0.228,0.324,0.843
0.228,0.325,0.841
0.230,0.327,0.843
0.232,0.327,0.840
0.232,0.326,0.841
0.230,0.327,0.838
0.228,0.324,0.825
0.228,0.328,0.835
0.228,0.329,0.828
0.219,0.315,0.794
0.215,0.312,0.779
0.220,0.321,0.800
0.216,0.315,0.788
0.233,0.336,0.861
0.274,0.355,0.924
0.279,0.357,0.898
0.289,0.357,0.898
0.305,0.360,0.902
0.314,0.361,0.902
0.316,0.364,0.905
0.317,0.366,0.902
0.321,0.368,0.903
0.326,0.370,0.900
0.331,0.371,0.897
0.338,0.373,0.905
0.340,0.375,0.903
0.344,0.376,0.905
0.350,0.378,0.910
0.356,0.380,0.905
0.358,0.382,0.907
0.360,0.382,0.907
0.366,0.383,0.903
0.367,0.384,0.907
0.368,0.383,0.903
0.369,0.384,0.903
0.369,0.397,0.900
0.371,0.397,0.900
0.374,0.397,0.902
0.375,0.397,0.898
0.378,0.397,0.900
0.380,0.397,0.898
0.384,0.397,0.898
0.386,0.398,0.900
0.392,0.402,0.895
0.391,0.402,0.903
0.399,0.405,0.898
0.399,0.406,0.902
0.402,0.406,0.898
0.402,0.406,0.900
0.402,0.408,0.898
0.404,0.409,0.903
0.407,0.410,0.903
0.407,0.410,0.900
0.408,0.411,0.903
0.408,0.411,0.902
0.413,0.411,0.898
0.413,0.412,0.900
0.418,0.413,0.903
0.419,0.415,0.903
0.420,0.416,0.900
0.424,0.420,0.903
0.431,0.420,0.903
0.431,0.419,0.905
0.431,0.421,0.905
0.434,0.421,0.902
0.436,0.422,0.903
0.435,0.422,0.913
0.438,0.426,0.905
0.440,0.423,0.910
0.440,0.424,0.902
0.440,0.425,0.905
0.440,0.427,0.910
0.443,0.428,0.905
0.443,0.429,0.907
0.448,0.430,0.910
0.451,0.429,0.907
0.454,0.413,0.918
0.439,0.413,0.867
0.442,0.523,0.862
0.457,0.408,0.873
0.460,0.410,0.885
0.464,0.406,0.887
0.473,0.449,0.887
0.467,0.424,0.887
0.473,0.450,0.887
0.471,0.422,0.887
0.479,0.431,0.892
0.482,0.432,0.894
0.482,0.459,0.892
0.485,0.479,0.890
0.485,0.434,0.892
0.486,0.442,0.889
0.486,0.442,0.894
0.488,0.443,0.890
0.491,0.448,0.894
0.488,0.443,0.889
0.488,0.443,0.887
0.491,0.543,0.887
0.494,0.450,0.887
0.491,0.464,0.885
0.491,0.457,0.879
0.494,0.453,0.887
0.488,0.444,0.884
0.486,0.443,0.873
0.486,0.443,0.876
0.490,0.446,0.878
0.490,0.447,0.876
0.486,0.443,0.870
0.479,0.439,0.853
0.490,0.446,0.871
0.494,0.478,0.876
0.494,0.450,0.874
0.496,0.449,0.871
0.498,0.453,0.873
0.503,0.461,0.873
0.503,0.479,0.874
0.501,0.472,0.876
0.501,0.454,0.874
0.503,0.454,0.878
0.508,0.478,0.873
0.504,0.461,0.878
0.508,0.462,0.878
0.504,0.461,0.874
0.503,0.462,0.868
0.509,0.474,0.874
0.499,0.466,0.870
0.513,0.465,0.878
0.509,0.460,0.870
0.513,0.461,0.874
0.513,0.461,0.873
0.516,0.461,0.876
0.513,0.461,0.871
0.509,0.461,0.868
0.513,0.461,0.870
0.511,0.462,0.873
0.518,0.468,0.878
0.516,0.468,0.874
0.522,0.469,0.878
0.522,0.479,0.881
0.522,0.473,0.878
0.529,0.474,0.879
0.525,0.482,0.881
0.525,0.477,0.874
0.531,0.477,0.879
0.533,0.480,0.874
0.531,0.482,0.874
0.533,0.492,0.878
0.525,0.480,0.876
0.524,0.479,0.871
0.538,0.480,0.881
0.542,0.482,0.887
0.542,0.519,0.887
0.538,0.509,0.873
0.542,0.707,0.884
0.542,0.704,0.889
0.542,0.644,0.878
0.546,0.538,0.892
0.542,0.730,0.879
0.550,0.522,0.892
0.548,0.509,0.887
0.552,0.496,0.890
0.546,0.498,0.887
0.544,0.493,0.876
0.560,0.501,0.895
0.562,0.513,0.890
0.554,0.505,0.892
0.556,0.508,0.890
0.560,0.497,0.881
0.558,0.493,0.887
0.560,0.494,0.889
0.562,0.494,0.889
0.562,0.489,0.885
0.556,0.494,0.884
0.554,0.493,0.885
0.556,0.493,0.887
0.560,0.497,0.884
0.560,0.497,0.884
0.562,0.497,0.885
0.564,0.497,0.884
0.568,0.497,0.885
0.566,0.565,0.881
0.564,0.526,0.879
0.566,0.505,0.884
0.564,0.515,0.881
0.564,0.498,0.879
0.568,0.502,0.884
0.562,0.497,0.874
0.577,0.554,0.885
0.573,0.614,0.884
0.590,0.522,0.894
0.588,0.521,0.894
0.581,0.523,0.887
0.588,0.511,0.887
0.513,0.478,0.831
0.590,0.516,0.892
0.590,0.521,0.895
0.597,0.523,0.895
0.595,0.523,0.895
0.595,0.523,0.895
0.595,0.522,0.892
0.597,0.522,0.894
0.590,0.522,0.895
0.595,0.521,0.894
0.590,0.523,0.892
0.581,0.522,0.884
0.577,0.519,0.878
0.595,0.523,0.894
0.597,0.523,0.895
0.602,0.523,0.895
0.597,0.523,0.895
0.595,0.525,0.894
0.592,0.526,0.895
0.592,0.534,0.895
0.586,0.531,0.895
0.586,0.537,0.892
0.581,0.529,0.892
0.577,0.570,0.894
0.590,0.540,0.895
0.564,0.537,0.895
0.546,0.508,0.895
0.518,0.427,0.898
0.462,0.413,0.895
0.407,0.368,0.895
0.350,0.362,0.892
0.296,0.346,0.892
0.264,0.331,0.890
0.240,0.331,0.898
0.216,0.311,0.902
0.195,0.306,0.897
0.178,0.301,0.895
0.166,0.297,0.898
0.158,0.293,0.895
0.150,0.295,0.895
0.142,0.424,0.895
0.131,0.286,0.879
0.135,0.281,0.890
0.133,0.281,0.892
0.131,0.281,0.890
0.131,0.281,0.890
0.131,0.281,0.887
0.132,0.281,0.887
0.133,0.281,0.881
0.134,0.283,0.890
0.135,0.282,0.887
0.136,0.281,0.885
0.139,0.282,0.887
0.141,0.282,0.890
0.142,0.282,0.885
0.144,0.283,0.890
0.145,0.281,0.881
0.147,0.282,0.889
0.151,0.283,0.895
0.154,0.283,0.890
0.155,0.282,0.881
0.159,0.286,0.890
0.161,0.286,0.889
0.160,0.285,0.879
0.154,0.270,0.813
0.156,0.274,0.831
0.154,0.268,0.806
0.155,0.271,0.818
0.155,0.272,0.828
0.157,0.273,0.835
0.158,0.273,0.831
0.158,0.273,0.832
0.158,0.274,0.837
0.159,0.275,0.840
0.159,0.274,0.844
0.159,0.274,0.844
0.159,0.274,0.846
0.160,0.275,0.847
0.160,0.274,0.847
0.160,0.275,0.847
0.160,0.276,0.846
0.161,0.277,0.850
0.162,0.277,0.846
0.164,0.278,0.847
0.165,0.280,0.846
0.166,0.279,0.846
0.166,0.278,0.846
0.169,0.280,0.844
0.172,0.278,0.846
0.174,0.279,0.846
0.175,0.278,0.843
0.175,0.279,0.846
0.174,0.279,0.843
0.173,0.280,0.840
0.172,0.281,0.837
0.178,0.300,0.895
0.211,0.313,0.895
0.226,0.315,0.895
0.228,0.319,0.895
0.230,0.315,0.895
0.230,0.315,0.895
0.228,0.313,0.895
0.225,0.312,0.897
0.224,0.312,0.895
0.221,0.314,0.895
0.222,0.315,0.895
0.224,0.315,0.895
0.228,0.315,0.895
0.231,0.316,0.895
0.236,0.316,0.895
0.242,0.318,0.895
0.242,0.319,0.895
0.243,0.319,0.895
0.246,0.321,0.895
0.248,0.321,0.895
0.251,0.321,0.895
0.252,0.323,0.895
0.255,0.323,0.895
0.254,0.324,0.895
0.256,0.326,0.895
0.256,0.327,0.895
0.257,0.327,0.895
0.257,0.327,0.895
0.259,0.328,0.895
0.262,0.329,0.895
0.263,0.330,0.894
0.265,0.331,0.895
0.267,0.331,0.895
0.272,0.333,0.897
0.273,0.333,0.897
0.274,0.333,0.895
0.276,0.335,0.895
0.280,0.335,0.895
0.282,0.335,0.894
0.284,0.336,0.895
0.287,0.335,0.895
0.290,0.337,0.895
0.291,0.337,0.895
0.292,0.339,0.892
0.292,0.341,0.895
0.293,0.343,0.895
0.294,0.342,0.895
0.305,0.342,0.895
0.305,0.343,0.895
0.305,0.344,0.895
0.306,0.345,0.895
0.305,0.345,0.895
0.305,0.346,0.895
0.305,0.346,0.894
0.305,0.346,0.892
0.308,0.346,0.894
0.311,0.345,0.890
0.313,0.344,0.890
0.316,0.346,0.895
0.321,0.347,0.895
0.322,0.349,0.894
0.324,0.349,0.892
0.327,0.350,0.890
0.329,0.350,0.892
0.327,0.350,0.884
0.326,0.348,0.874
0.327,0.348,0.873
0.326,0.347,0.870
0.330,0.350,0.878
0.331,0.348,0.870
0.331,0.350,0.870
0.330,0.347,0.853
0.327,0.346,0.846
0.329,0.350,0.855
0.327,0.347,0.847
0.329,0.348,0.849
0.340,0.356,0.873
0.344,0.358,0.878
0.343,0.355,0.867
0.352,0.358,0.884
0.357,0.360,0.890
0.355,0.361,0.892
0.354,0.362,0.887
0.351,0.358,0.874
0.342,0.353,0.853
0.349,0.357,0.867
0.352,0.358,0.864
0.348,0.355,0.853
0.349,0.357,0.847
0.351,0.358,0.859
0.355,0.359,0.867
0.356,0.360,0.864
0.353,0.358,0.867
0.355,0.362,0.865
0.355,0.361,0.865
0.354,0.360,0.862
0.350,0.358,0.850
0.349,0.358,0.849
0.350,0.358,0.847
0.350,0.360,0.847
0.359,0.367,0.862
0.358,0.364,0.855
0.364,0.369,0.870
0.369,0.371,0.871
0.368,0.368,0.867
0.371,0.371,0.870
0.371,0.369,0.868
0.381,0.377,0.874
0.388,0.380,0.892
0.388,0.381,0.889
0.388,0.383,0.887
0.389,0.381,0.887
0.394,0.381,0.885
